,text,sentiment
1108,"This picture seemed way to slanted, it's almost as bad as the drum beating of the right wing kooks who say everything is rosy in Iraq. It paints a picture so unredeemable that I can't help but wonder about it's legitimacy and bias. Also it seemed to meander from being about the murderous carnage of our troops to the lack of health care in the states for PTSD. To me the subject matter seemed confused, it only cared about portraying the military in a bad light, as A) an organzation that uses mind control to turn ordinary peace loving civilians into baby killers and B) an organization that once having used and spent the bodies of it's soldiers then discards them to the despotic bureacracy of the V.A. This is a legitimate argument, but felt off topic for me, almost like a movie in and of itself. I felt that ""The War Tapes"" and ""Blood of my Brother"" were much more fair and let the viewer draw some conclusions of their own rather than be beaten over the head with the film makers viewpoint. F-",1
1109,"Aaron Spelling produced this made for television western that gets awfully plotty for a seventy three minute film. It plays like a probable failed series pilot.  Handsome Clint Walker is U.S. Marshal Dave Harmon, who wanders into Yuma, Arizona Territory in time to kill one of the brothers of the local bigwig rancher who is out on a trail drive.  Walker takes the other brother to jail. Walker also meets a ""cute"" homeless Mexican kid who sleeps at the jailhouse. One night, Andres is snoozing when a villain and another man dressed in Army blue take the remaining brother into the street and kill him, pinning the murder on Walker. Not good for your first twenty four hours on the job. Walker visits the local Army fort, and rankles the chains of the commander. The bigwig hears of his brothers' deaths, and rides back to town in time to get his chains rankled as well. The local native population, who get short changed by the Army on their beef, also get rankled in the chains area. With all these chains getting rankled, Walker still has time to woo the local hotel owner. The Army guy involved in the murder ends up dead, the local cattle buyer is implicated, the indians do a lot of hesitant speechifying, and the climax brings about an unlikely showdown as Walker must prove to the town that the villainous cattle buyer had a boss, someone we have suspected as being too helpful all along.  There is a semi-subplot involving the death of Walker's family at the hands of Army raiders, and I think this would have been the force behind the series, had it been picked up. Instead, the film ends abruptly, and I kept waiting for scenes from next week's exciting episode. Because of the fade outs for nonexistent commercial breaks, the pacing is all off on this and its story jumps in fits.  Walker is handsome, rugged, and has a voice deeper than a well. The rest of the cast is full of television actors you have probably seen in other television movies. Much of the action is pretty lame, and the violence is tepid. The first brother killed gets a shotgun blast midtorso, and falls without a scratch on him. I did not expect ""Reservoir Dogs,"" but this is the wrong film to use to teach children about the evil of guns! Speaking of children, the Mexican kid here goes from ""cute"" to ""aneurysm inducing annoyance"" very quickly.  If you dislike westerns, then you will dislike ""Yuma."" If you like westerns, then you will still dislike ""Yuma."" I cannot recommend it.  This is unrated, but contains physical violence and gun violence.  ",1
1110,"Absolutely the very first film that scared me to death. I happened catch it when my older brother(r.i.p.) was watching it. It was on a black and white TV and not really a good picture but it got me interested. Shortly after, my folks bought a color set and, as luck would have it, The Million Dollar Movie was showing it one Sunday.  I had forgotten most of the plot, but it did not take long to catch up...and I got so scared I had a hard time sleeping that night! I mean sure it was just a movie but it involved a creature that not only came from space, but you could not hear it, or see it...and once it got hold of you it was too late. Even now, after all this time it still sends a shiver up my spine. A true classic, and even better a classic that I have seen scare the pants off a new generation!  Long live The Blob!",0
1111,"I read several mixed reviews and several of them downright trashed the movie. I originally became interested in this project because it was being directed by Tony Scott and I have become very interested in his work after Man On Fire had such a profound impact on me. Before I start my review, let me first say this...it's wonderful to see that this movie could have been told in a boring and ordinary manner, yet the writers and Scott chose a different approach.  Plot:  Simply stated, it's not boring. Most Hollywood movies give 'tried and true' plots that they know will connect with people, often ensuring the audiences acceptance of the film and creating a higher probability of profit. This plot was one of the more interesting ones I had seen in a while. Just for reference, I recently watched 'The Weather Man' and 'Lord of War' and while I will say that these movies are excellent, and I enjoyed them both tremendously, both the plots in these movies are boring and they are told exactly how you would expect them to be told. They don't take any chances whatsoever, and they are extremely predictable after you've watched a fair amount of American films. Domino's plot is both interesting and told in a manner that keeps you thinking, ""oh man, they're screwed now"". And I feel that has been lacking in a lot of recent films. It has a lot of depth to it, in my opinion, and gives you plenty of things to question while watching it. Overall, this is what kept me so interested in the movie.  Characters:  I felt that the characters were accurate. Knightley did a wonderful job of portraying a beautiful woman, who was anything but on the inside and wanted to be viewed as what she was. It was obvious that she wanted to prove herself and she took whatever means she had to accomplish that.  Choco was also very believable, his use of Spanish in inappropriate situations, his reactions to Domino's lack of affection, as well as his jealousy issues within the team...they all rang true to me, which made me feel that his character was that much more realistic.  Rourke's character was the least interesting to me, but it still rang true to me. He seemed like an ordinary guy, trying to make ends meet. I hope that's what the filmmakers were trying to accomplish with him because that's what I got out of it. He did a very good job of showing Ed in an Average Joe kind of way that has made his mistakes, yet is still trying to live.  Claremont/Ladies: I believe that they provided much needed 'heart' to the story. They weren't just people who are out getting money to buy a Bentley, these were real people who had a real problem and they sought others mean to accomplish that goal. You could empathize with them because, to them, this child's illness was a problem with no other solution. These characters were supposed to show real people who are less fortunate who got into this mess because they needed help.  The mobsters: They made the story seem sinister in a way that only the mob can. And I really liked that part. They also padded the story with small intricacies that made the plot that much more interesting.  Christopher Walken/90210 guys:  They provided the comic relief in an otherwise very serious movie. From Walken's awkward statements to the ceaseless references to the 90210 guys being has-beens. Their involvement in the movie only made it that much more enjoyable.  Cinematography....yes....the cinematography. This is where this movie seems to have lost a lot of potential fans. But in my opinion I thought it was genius, the use of the camera to translate the mood of the current situation was extremely effective in my opinion. I considered it a method that was properly realized but could always use improvement, just like anything else. I both applaud and congratulate Scott, the editor, the cinematographer and the director of photography on taking some real chances with this movie. Not only did they go far and above with its presentation, they went that much further. The use of colors, both extremely light and extremely dark provided the 'look' of the film with a sinister and grungy look that accurately depicts the life of the mob, bounty hunters and the less fortunate in a manner that show that their life isn't as peachy or 'clean' as everyone else. If you notice, in times of less stress or conflict, there were very few camera tricks if any at all. This shows that Scott and his crew were trying to achieve something with this look and weren't just doing it for the heck of it. I realize that most people who watched this movie weren't expecting it and it cause many of them to be turned off to this film but I think it was great that Scott took this approach. Hollywood films have grown predictable and bland. Most of them are shot in the same manner with the same twists and turns. And I'm glad that Scott tried to make something different.  Granted, this movie isn't for everyone, but to say it's trash and has nothing to offer is completely missing the point. I thoroughly enjoyed this film and I'm glad that I spent the money for it. I would recommend this to all, but I'm sure it will only hit a chord with few. I must agree with an earlier poster when he said that many of those who refuse to see outside the 'sphere of MTV' won't appreciate this movie, but I think many people will. We should all try to enjoy it for the fact that Scott and co. took some chances and tried to deliver something that was different and unique. And with that in mind, I think he succeeded tremendously.",0
1112,"This film is regarded by some as a classic - I've no idea why. It is terrible to the point of being laughable. The only saving grace with this movie are the delivery of cheesy lines that are so toe curlingly embarrassing that you have no choice but to laugh at them.  There are a couple of good songs and good choreography in this film, but SO WHAT! There is no plot, it is set in a theatre with no change of scenery, and Michael Douglas is as depressing as ever. My brother once forced me to watch this film, because he said I wouldn't believe how bad a film can get! He was right.  Normally with a film this dreadful I would recommend that people shouldn't watch it, but in this case I think people should, as it will put every other bad film you've seen in perspective.",1
1113,"Sequels hardly ever live up to the original. This definitely proves true in this case. However, if you're a big fan of the original than definitely give this a watch. Although the camera work is lacking, Brian Krause's character is annoying, and the plot is clique, it's much more funnier than the first and that is what I find entertaining about it.   Don't see this movie expecting the same performance as in the first film. Quite frankly it's a bit different. Rather than sitting in his cabin writing screenplays, Stanley is off in Hollywood trying to direct his dream project, Cabin by the Lake. This movie has a much different feel but it's still great to see Stanley back in action.  I'm giving it a 6 out of 10.",0
1114,"I saw this back in '94 when it was finally released. Apparently because Orion pictures was in bankruptcy, I think, the movie had not been released a couple of years earlier.  I have problem remembering details partly because I haven't seen it in a long time, but I do remember it as a very dull movie. I kept debating whether to walk out of it. The store was not at all interesting or engaging. Was a 3rd rate America Graffiti imitation.   None of the performances make it worth watching either. One of the biggest disappointments since a local newspaper reviewer gave it a high rating.",1
1115,"A hit at the time but now better categorised as an Australian cult film. The humour is broad, unsubtle and, in the final scene where a BBC studio fire is extinguished by urinating on it, crude. Contains just about every cliche about the traditional Australian pilgrimage to 'the old country', and every cliche about those rapacious, stuck up, whinging, Tory Brits. Would be acceptable to the British because of its strong cast of well known actors, and to Australians of that generation, who can 'get' the humour. Americans -- forget it. The language and jokes are in the Australian dialect of English and as such will be unintelligible.",0
1116,"A superb and compelling drama about the hunt for the notorious Russian serial killer Andrea Chikatilo. Magnificent performance from Stephen Rea as the forensic scientist put in charge of the investigation, who finds the biggest obstacle to his progress is the Russian government, in particular the old communist party members who want to maintain a closed society.  The film is has an underlying theme about the decline of the communist society, and progress in the hunt for the killer is reflected by progress in social and political change in Russia, which is subtly put across. There is a conflict of old ways and new ways, and these are represented by the two viewpoints of Rea's superior (played by Donald Sutherland), and Rea himself . These are at first polarised, with Sutherland 'high' in system looking down, and Rea 'low' on the ground, looking up. However, they have a common cause  to catch the serial killer.  Throughout the film the relationship between these two develops, and the tension gradually eases until at the end of the movie Rea and Sutherland and Rea and Sutherland have mutual respect for each other, the killer is caught, and Glasnost symbolically comes. Excellent script.  Further credits go to Sutherland's performance, which is superb and sympathetic, Jeffrey DeMunn as the killer whom we despise but can't hate, and Max Von Sydow, who is thoroughly convincing as the humble psychologist who risks his reputation to help.",0
1117,"What can you say about the film White Fire. Amazing? Fantastic? Disturbing? Hilarious? These words are not big enough to describe the event which is White Fire. From wobbly, garbled beginning to profound end, this movie will entertain throughout.  Our movie begins in the woods of a country somewhere in the world. A family is hiding from unmarked soldiers in costume shop uniforms. When the father separates from the mother and their childen, you get a real sense of what kind of movie you're about to watch. Father makes sure to roll down hills in his all white outfit, and is polite as he gets people's attention before he shoots them, but alas, dad is burned alive in what looks like a very unsupervised, unsafe stunt. Meanwhile, mom and the kids are running down a beach with an armed soldier trailing about 5 feet behind them. He too gives a stern warning before action in the form of a bizarre ""HALT!"", and then promptly wastes the mother. This action sequence sets up the happy childhood of our heroes Bo and Ingred.  So now we fast forward about 20 years (30 if you're honest about the hero's age) to beautiful Turkey, where Bo and Ingred have settled as professional thieves, or diamond prospectors, or something. Ingred works at a diamond mine where she helps herself to the goods, while Bo (masterfully played by the dynamic Robert Ginty) drives around the desert in his denim outfits. Bo and Ingrid have an interesting relationship. They don't seem to have any friends other than each other, and they spend all of their time together. That coupled with the fact that Bo has expressed his desire to sleep with his sister as evidenced in lines such as ""you know its a shame you're my sister"" he says to her while she's stark naked, make for a very dynamic duo. Bo is then crushed when Ingrid is killed, as he wanders the beaches of Turkey with his ceremonial pink grief scarf. A renewal of hope occurs when Bo finds a girl who looks like Ingrid, and gives her plastic surgery to make her look exactly like Ingrid. This opens the door for Bo to have sex with his sister without it being technically wrong. Bo is a real fan of ethical grey areas, and he is overjoyed with his new love.  So anyway, there's a lot of fun action scenes, ridiculous violence, great acting, impossible to follow plot-lines, Fred ""the hammer"" Williamson (for some reason), and a big chunk of dirty ice which is supposed to be a giant diamond (which later explodes). All of these things are great, but the Bo and Ingrid relationship is what makes this movie special....really special. So I heartily encourage everyone to behold the majesty that is White Fire. You may be glad you did..or not.",0
1118,"Lets first start this review with the fact that I SIGNED UP JUST TO WRITE THE REVIEW AND WARN PEOPLE TO SAVE Their MONEY!!  This was one of the worst pieces of trash i have seen since The Hulk. The storyline was the most predictable garbage you could possibly come up with. If you are expecting 24 but on the big screen, flush that expectation down the toilet immediately along with the money you would use for a ticket.. You may get more enjoyment that way. The acting was terrible, the plot was completely unrealistic, (along with the so called ""twist"" in the end. I must say this.. The ending did surprise me. I am not referring to the plot twist that surprised me, but instead the effortless manner that they put together what could be considered the ONLY scene of somewhat decent action in the entire movie. They rushed the ending so quickly that I didn't even realize that it was over until I saw the credits rolling and at that point i considered burning the reel of film if I could just figure out how to get into that screening room.  Casting was awful for a few reasons. First of all, they must have accidentally switched the character assignments, because Michael Douglas played the roll that CLEARLY Keifer Sutherland should have been playing. While Douglas was sneaking around agents, tapping phone lines, hacking into systems and taking out people who are chasing after him, Sutherland plays the less capable agent who is always in a bad mood even when things aren't going that badly for him. He plays a very bland agent, nothing like his Jack Bauer type roll us 24 fans love.  I can just about promise you that this movie will disappoint in all areas. It can be best compared to a remake of the ""The Fugitive"" / ""In The Line of Fire"" but written by people with mental disabilities",1
1119,"The worst movie I have seen in a while. Yeah its fun to fantasize, but if that is what you are looking for, I suggest you see Brewsters Millions. This was just terrible and corny and terrible at being corny. Unless you are five or like terrible movies, don't see this one.",1
1120,"Same old same old about Che. It completely ignored the really interesting facts of Che's true character. Sodeberg redid the same boring narrative of Che. The silly seductive tale of an Argentinean rich-boy who was so shocked by poverty he became a Robin Hood fighting alongside the poor, until eventually he was murdered by the CIA. Yeah, yeah, heard it all before, BORING AND UNTRUE!. The reality of Che Guevara is very different and far more explosive! The facts show that he was a totalitarian with a messiah streak, who openly wanted to impose Maoist tyranny on the world. He was so fanatical that at the hottest moment in the Cold War, he even begged the Soviet Union to nuke New York, Washington or Los Angeles and bring about the end of the world. CHe urged Khrushchev to launch a nuclear strike against US cities. For the rest of his life, he declared that if his finger had been on the button, he would have pushed it. When Khrushchev backed down and literally saved the world, Che was furious at the ""betrayal"". If Che's recommendations had been followed, you would not be reading this review now. How a homicidal maniac became a pop icon would have made a much more interesting film. Incredible that no filmmaker has been daring enough to show the real side of Che and his posthumous media transformation. THAT WOULD MAKE AN Oscar WINNING FILM! I thought making independent film meant taking REAL RISKS and being GROUNDBRAKING! They only stick to ""safe counterculture themes"", to wit, ""Che cool"", ""Wall Street bad"", ""Republican= Nazi"", ""Bush ex Hitler"", ""NRA is worse than KGB"", ""Christians are fanatics and stupid"", etc...ad nauseum. Oooh, how daring, how mind blowing. Tres anti-mainstream and edgy. I wish they would have some real cojones and tackle the Independent Film Oligarchy! That would be truly daring!",1
1121,"After high-school graduation, best friends Alice and Darlene, decide to take a trip to Thailand. Whilst they are there, they meet a charming Australian guy named Nick. After spending some time with Nick, he asks them if they want to take a weekend trip to Hong Kong with him. They agree. At the airport though, they are get busted for smuggling drugs and then get convicted for 33 years in a Thai prison for something they say they haven't done. Not really knowing what to do they end contacting Yankee Hank, an American lawyer who lives in Thailand with his wife. Word has it that if you have the money he can help you. Things start of well, but they still can't get out.  The movie is really good because it doesn't let on what's going to happen and it's interesting all the time. I couldn't believe the ending though. It was one of those endings where you don't know the 100% truth, but you still kind of know what really happened with Nick and the drug smuggling because of the 'owning up' etc.   Claire Danes and Kate Beckinsale both give quite good performances here. Beckinsales performance was a little weak though. Both Danes and Beckinsales characters friendship is good but could of seemed stronger. Paul Walker even has a small uncredited role here. ;)  Anyway, I thought Brokedown Palace was a good movie and I give it a 7/10.",0
1122,"""I have looked into the eye of this island, and what I saw was beautiful,"" proclaims one of the main characters in ABC's award winning television show ""Lost"". The series could be summarized as a drama story about a group of plane crash survivors stranded on an unknown island, but that would be doing the show a disservice. ""Lost"" follows a large group of characters who come into conflict with the island, each other, and ultimately themselves as they struggle with their new way of life and their dependency on each other. The situation becomes more complicated when it becomes clear this isn't an ordinary island, either - and that they may not be alone.  My initial fear after hearing the concept of this series was the lack of new stories they could tell us after a certain period, but this proved to be unfounded. The narrative flows naturally, the dialogue is witty, the characters are memorable and the execution is superb. The island is a character all on its own, and to understand this comment you'd have to see the series for yourself, which only goes to show its originality and greatness.  At the time of writing this review, only the first two seasons have aired, and they're filled with strong episodes. My only mild criticism is that the second season seems to slow down a bit halfway, but then fortunately comes back in admirable shape for the final episodes.  If I can recommend one television series you should be following right now, it would certainly be this one. If you like excitement, adventure, character driven stories, an extremely strong cast and crew, beautiful locations, and an island that seems more spiritual than natural, ""Lost"" is for you. Just be sure you start at the beginning.",0
1123,"It is fitting on a musical Sunday to get your heart a pumping, and no one can do that better than Little Richard. The man could sing the drawers off the ladies and defined rock and roll.  Look to Leon to provide a definitive characterization, as he has done so with David Ruffin in The Temptations and Jackie Wilson in Mr. Rock 'n' Roll: The Alan Freed Story.  This was a fascinating biopic as we saw Little Richard struggle with his father, with his church and with himself over just who he was. He won the battle and there is no one else that has his voice or his style.",0
1124,"Unless I'm sadly mistaken, I rented A Nightmare on Elm Street 3 several years ago and there was a music video, I'm pretty sure which was called Dream Warriors, at the end of it, and I rented this one on DVD hoping that the video would be there because it was one of the funniest things I've ever seen. It's amazing how stuff from the 80s is so funny now, but nothing is funnier than 80s rap videos. There was this rap group singing that song Dream Warriors on the VHS version of this movie after the credits, and they're all wearing like denim jackets with no shirt underneath and form fitting jean shorts that are all frayed at the bottoms like Daisy Dukes. What could make a rap group look more foolish I can't imagine.  (spoilers) At any rate, I was disappointed in looking for that video on the DVD version, so all I had was this mediocre installment in the Freddy Krueger series. The movie sort of starts off with the same idea as part 2, with the main character witnessing all kinds of gruesome murders and then sort of coming out of a trance and finding himself with the bloody hands. Kristen Parker (Patricia Arquette) has a nightmare about the infamous house that Nancy Thompson used to live in, then runs to the bathroom, the sink's handles turn into Freddy's hands and attack her, and then she wakes up standing in her bathroom having slit her own wrists. From there, the movie turns into the usual mental hospital installment.   `Larry' Fishburne, tired of always playing the bad guy in his roles, was happy to take on the role in this film as a nice-guy orderly, stern but accommodating when the patients want to bend the rules a little. Not surprisingly, he turns in what is by leaps and bounds the best performance in the movie. Arquette later goes on to become an accomplished actor, but had not perfected her acting skills when she starred in this film. The characters in the movie are mostly all patients at the mental hospital that Kristen is placed into after cutting her wrists. All of them are cynical and uncooperative, almost none believing that they really belong there at all. Eventually, they realize and are able to convince the staff that they are all having dreams about the same man and it's not just some kind of group hysteria.  Heather Langenkamp has returned in her famous role as Nancy Thompson, this time grown up into a dream researcher as a result of her childhood experiences involving Freddy Krueger. Not surprisingly, she is able to quickly relate to the hysterical Kristen and the rest of the patients, since she had experienced exactly what they're going through. There are some interesting murders in this installment, and the technology used for the special effects have taken a huge jump. There is a gigantic, worm-like Freddy that tries to swallow Kristen whole, there is a scene where a television turns into Freddy and with mechanical arms he picks up one of the patients there for some late night entertainment and punishes her for sitting too close to the TV, but there is also an unconvincing go-motion scene where a couple guys have a fight with Freddy Krueger's skeleton, which has been rotting in the trunk of some car in a car junkyard. And one of the more groan-inducing scenes was one where Freddy attacks one of the patients in his dream (the one famous for sleepwalking), tearing the muscles and tendons out of his arms and legs and leading him around like a puppet. Ouch.  We get a peek into Freddy's past in this installment. Not only do we meet his mother, but we also find out the circumstances that led to Freddy being fathered by more than 100 maniacs. In fighting Freddy, the patients all band together and, in their dreams, use their special powers (most of which reflect their shortcomings in real life) to fight him. One student, bound to a wheelchair, is able to walk in his dreams, another has the hilarious powers of what he calls the `Wizard Master,' another is `beautiful and bad' (she has lots of makeup, her hair stands up in a foot-high Mohawk, and she has knives). Clever, but the movie falters when it has only one of the patients, the one who can't speak, not have any powers in his dreams until the climax of the movie, when he suddenly realizes that he can talk in his dreams (at just the right moment to save the day). His dream power was a little too obvious to have been left out for that long, but collectively, now you see why the movie was subtitled Dream Warriors.  Altogether, this is not an entirely weak entry into the series. The acting is pretty shoddy, but it's actually pretty good for a horror movie. Larry Fishburne vastly overshadows the rest of the cast, displaying wonderful acting skills early on in his career, and the movie is not simply a rehash of either of the first two  a problem that plagues the Friday the 13th movies much more than the Elm Street films. The characters are never developed enough to allow for the later creation of much tension, which is why most of the deaths come across more as creative ways to kill off someone in a horror film than the tragic loss of the life of one of the characters that we've come to know and root for their triumph over evil. But then again, not a lot of horror movies take the time to really develop their characters to the point where you throw up your hands in defeat when they are killed, or are on the edge of your seat as they run for their lives. But it's important to note that the few horror films that actually do that are almost invariably the best ones",1
1125,"I guess that ""Gunslinger"" wasn't quite as god-awful as most of the movies that ""Mystery Science Theater 3000"" shows, but westerns just aren't Roger Corman's forte. Portraying Rose Hood (Beverly Garland) becoming sheriff in an Old West town after her sheriff husband gets murdered and having to fight off baddies, the movie is pretty predictable. John Ireland is Rose's new hubby, secretly working for unctuous Allison Hayes (yes, the 50-foot woman). Also appearing briefly is frequent Corman co-star Dick Miller as a mailman (Miller nowadays stars in Joe Dante's movies).  I do wish to assert that you'll probably want to watch the ""MST3K"" version to really enjoy this movie. They had a great time with it.",1
1126,"I found it highly interesting that the film actually managed to bridge the gap between my own american culture and that of the originators, i.e. chinese. It becomes a story about values, and causes the watcher to reevaluate their own choices in life, and loyalties toward institutions. Amazingly enough, it managed to do this in a gentle, mildly humorous manner, which only in retrospect seens threatening to one's status quo. I enjoyed the movie, and would watch it again if I could.",0
1127,"I was raised in a ""very Christian"" household since birth. I was saved before I saw this movie and the rest of the series and was forced to watch it in a youth group at my church. This movie was highly disturbing. I saw it when I was about 12 years old and literally had nightmares about it for years. I used to lay awake in bed and listen for the sounds of my mom's footsteps upstairs. If I didn't hear her footsteps, I would sneak upstairs to make sure she hadn't been raptured. I used to pray so hard every night for salvation because I was terrified of Jesus forgetting me. This is definitely not something I will show to my kids until they are much older, if at all. It took me years to shake the fear that this movie gave me.",1
1128,"This is a pretty OK film... yes some parts are lame and exceptionally convenient, and the movie doesn't really justify the large star cast (AB, SD, Tanuja). However, the actor that really impressed me here was Kay Kay Menon (not to be confused with the singer KK). In the scene where he first meets Amitabh's character, I thought that a man who can just look at AB, keep staring and not say a word, and still look strong, is definitely a good actor. In fact, he has proved himself worthy again in Sarkar, alongside AB for a second time. This guy should get more roles, he's brilliant.  If you've read any of the other reviews here on IMDb, you already know the plot, and I do agree that Akshaye Khanna's entry into Pakistan was a little too easy. And the little love angle he shared with ""what's-her-face"" was completely unnecessary. But he is a fairly good actor (as seen in DCH), Sunjay Dutt is cool to watch, always. and AB... what can I say. I don't know if I'm his biggest fan in the world, but I know I can definitely compete for the spot.  An interesting watch, considering it's Bollywood, although a bit inspired by Hollywood oldies like ""the Great Escape"" and ""Bridge on the River Kwai"".",0
1129,"DVD has become the equivalent of the old late night double-bill circuit, the last chance to catch old movies on the verge of being completely forgotten like The Border. There were great expectations for this back in 1982  a script co-written by The Wild Bunch's Walon Green, Jack Nicholson in the days when he could still act without semaphore and a great supporting cast (Harvey Keitel, Warren Oates, Valerie Perrine), Tony Richardson directing (although he was pretty much a spent force by then)  but now it doesn't even turn up on TV. The material certainly offers a rich seam of possibilities for comment on the 80s American Dreams of capitalism and conspicuous consumption, with Nicholson's border patrolman turning a blind eye to the odd drug deal or bit of people trafficking to finance his wife's relentless materialism, until he rediscovers his conscience when he finds out his partners are also in the baby selling business. Unfortunately, he never really gets his hands dirty, barely even turning a blind eye before his decency rises to the surface. The film feels always watered down as if too many rewrites and too many committees have left it neutered and, sadly, the recent DVD release is a missed opportunity to restore the original, nihilistic ending where Nicholson goes over the edge and firebombs the border patrol station that was cut after preview audiences found it too downbeat but which still featured prominently in the film's trailers.  While that probably wasn't too convincing considering how low-key Nicholson's crisis of conscience is in the film, it had to be better than the crude reshot climax where the film abandons logic and even basic rules of continuity: at one point he's holding characters at gunpoint, then he's somewhere else and they're free trying to kill him, one character goes from injured at his house to hopping around like a gazelle on the banks of the Rio Grande while Valerie Perrine's character gets dumber on an exponential level. The villains of the piece are disposed of with absurd ease (and one impressive car stunt) in time for a clumsily edited happy ending and you start wondering if you somehow found yourself watching another film entirely. What makes it all the more clumsy is that the rest of the film is so flat and underwhelming that the sudden lurch into melodrama is all the more jarring. Unfortunately Ry Cooder's beautiful title song, Across the Borderline, says it all much more economically. But if you want to know the film's real crime, it's completely wasting the great Warren Oates in a nothing bit part. When even he can't make an impression, you know something's really wrong. All in all, all too easy to remember why I found this so forgettable at the time.",1
1130,"Oh, this is so bad, it is funny. The only way one could explain something like this is a porn party with drugs that resulted in the resolution to make a movie just for fun. I mean: you get to see porn actresses topless, having sex, then killed by human mutants. There is plenty of gore, including the classic ""something is wrong with her, oh no, it's half the person she used to be"" and the accidental murder caused by panic. But you can also find funny stuff like intestines pulled through someone's ass and a guy running in the woods then finding himself decapitated by a wire tied between two trees (that makes a metallic doiiing sound afterward, like in cartoons). Somehow there is a market for people going beyond porn, they really need to know what's inside an actress, mere genitals are not enough. Therefore you get to see plenty of summary autopsies on slain bimbos. There is NO dialog. Jenna and Chasey have really small parts and I really wonder what Richard Grieco wanted when accepting a role here. I think this is a film one must watch with the button on fast forward and watch only the juicy stuff, just to be reminded of the old school C class horror movies.",1
1131,Truly shows that hype is not everything. Shows by and by what a crappy actor abhishek is and is only getting movies because of his dad and his wife. Amitabh as always is solid. Ajay Devgan as always is shitty and useless and the new guy is a joke. The leading lady is such a waste of an actor. Such pathetic movie from such a revered director and from such a big industry. With movies as such I have decreased the amount of bollywood movies I watch.  RGV has been making very crappy movies for a while now. Time to get different actors. Hrithek anyone? Bollywood needs Madhuri and Kajol back. Every other leading lady is a half-naked wanna be. Pffffft.,1
1132,"Considering that I felt like picking up a new Jet Li film to see some but kicking and brainless hand to hand fighting, I grabbed this title.  Unfortunatly, this movie contains more gun battles (ala Chow Yun Fat but nowhere near as good), than Jet Li and company's acrobatic fighting. Thus it was a let down.  The faucet fighting was interesting and even funny, considering this was something totaly unexpected in a Jet Li film for me, more on the line of say Jackie Chan.  But alas I'd recommend Fist of Legend, Tai Chi Master, or even the Enforcer over this dissapointment.  Rating 4 for martial arts Rating 3 for overall movie score",1
1133,"So on the Chills Network on cable they are having ""Vampire Month"", I'm such a dork, but I love vampires. So after a few duds that they showed I was pretty disappointed, but then I noticed Sleepwalkers was written by Stephen King. So I decided to go ahead and check it out, well much to my surprise, this movie was really bad. Most Stephen King films are entertaining and some are very scary. While Sleepwalkers was bad, it was a beautiful kind of bad. I had a good time laughing at this movie and just taking it for what it was. I've never read Sleepwalkers, from what I understand this is the only real vampire story by King, so I can't really compare book to film. I don't know if it was just my TV, but Sleepwalkers looked like it was made for TV. The special effects were corny and the story was a bit far fetched, even if it is fantasy, it had a lot of problems.   Charles Brady and his mother Mary are vampires who feed off the life force of virgin women. They are considerably more resilient than humans and have powers of both telekinesis and illusion. Their one weakness is cats, who are not only able to see through their illusions but whose claws are capable of inflicting severe to fatal wounds upon them. They also maintain an incestuous relationship. Charles and Mary have taken up residence in a small Indiana town. Charles attends the local high school, and there he meets Tanya Robertson in his creative writing class. Tanya does not suspect the real reason why Charles wants her so much; to take her life force for his mother, who is starving. At first, it seems that Charles has fallen in love with Tanya. On their first date, however, a picnic at the nearby cemetery, Charles attempts to drain the life force from Tanya while kissing her. As it happens, Deputy Sheriff Andy Simpson who had earlier tried to pull Charles over for speeding, drives by the cemetery and notices Charles' car. When Tanya runs to him for help, Charles tracks Andy down and kills him. When Charles then turns to resume his life force-depleting make out session with Tanya, the deputy's cat, Clovis, rises to the occasion and nearly kills Charles by scratching him in the face and chest. Mortally wounded by Clovis, Charles staggers back home to Mary. Mary then seeks vengeance on Tanya's family.  So to sum this movie up basically you should expect the cheese to overflow. The scene where Charles attacks Tanya for the first time is very cliché and you almost vote for Charles to win just because Tanya is one of the dumbest female leads in horror movies. Then you gotta love the scene where Mary has a gun and shoots it at a cop car and somehow the whole thing explodes, God bless Hollywood explosions and exaggerations. I'm taking the movie for what it is, it's just so deliciously bad that it turns into a dark comedy for me that I could just enjoy making fun of. I'm not sure if this is what Stephen King wanted to see for his story, but he does have his typical cameo in the film. So my suggestion if you watch this movie, just take it for what it is and don't over think it, it's mindless entertainment with corny effects, bad casting, a silly story and enough cats to make the crazy cat lady from The Simpson's say ""Wow, that's a lot of cats"".  4/10",1
