,Consumer_complaint_narrative,category_id
2362,"Went tonight for $4.99 rollback Wednesdays. Not very many people at around 9p, so service was really excellent.\n\nI only ordered the $4.99 spaghetti with meat sauce which comes with salad and bread. Even ignoring the price, I really enjoyed the whole meal from start to finish. I suspect true Italian aficionados will be upset that the pasta is cooked through, but it really reminded me of home growing up in the Midwest.",4
2363,"Disappointed. That one word sums up our group of 15's experience at the Spaghetti Warehouse. This restaurant has been a Pittsburgh institution for so long; however, it left many in our group unsatisfied and hungry at the end. My mom ordered the roasted garlic shrimp and her dish was dry and the shrimp were over cooked to the point of too chewy. I ordered the chopped salad \""warehouse style\"" as my main entree and it was a big salad. Yet the veggies in the salad weren't fresh and the warm chicken was burnt and wilted the lettuce with its heat. I sent it back without eating it (at least the waitress was kind enough to take it off of our bill). My fiance got the lasagna and chicken parm off of the classic combo section of the menu and his chicken was ok but not great. The lasagna was good too. However, neither were great.  My aunt and father were unimpressed with their dishes as well but I'm not sure what they got so I can't speak to their food quality.\n\nAlso, it took us an hour after we ordered to receive our food and our food was cold. Granted, I understand we have a party of 15 BUT the restaurant was not packed by any stretch of the means. In fact the room we sat in had approximately 10 open tables. I can't speak to how filled the other rooms of the restaurant were though. But there should not have been a hour wait nor should we have gotten cold food as a result of it. \n\nWe have booked this restaurant for our rehearsal dinner for our wedding but, considering how poor the food was and how incredibly slow the service was (no fault of the waitress), we are looking to change our reservations to a different restaurant. We chose the Spaghetti Warehouse because it is close to the hotel where all of our guests for our wedding are staying. Given how slow the service was, we can't afford to be there til 10:30pm at night when we have to be up at 6am the next morning for a very long day. (Another reviewer said that their rehearsal dinner group took 3+ hours to get out of there).  \n\nJust my 2 cents.  I wish the food quality and service were better.  I'm glad we found it out now before the rehearsal dinner.",2
2364,".JB's parents wanted to meet here for dinner, I wasn't all that thrilled but I went for them. I guess I was a little hard on SW the first time around, the food isn't bad, I just think it's overrated. On this trip we got an appetizer sampler - fried mozz and zucchiniI were nothing special, the brushetta was superb and I didn't get to taste the fried ravoli but I didn't hear any complaints from the table. As an entree I had the 4 cheese manicotti which comes with both marinara and alfredo, the dish was good but im not really a fan of their marinara so if I ever find myself revisiting The SW I'll ask for just alfredo. Everyone else at the table had some form of lasagna (veggie, sausage and meat) and again, no complaints. Overall, its a decent family restaurant.",3
2365,"Why come to this place when you have a tasty world of Italian restaurants right at your hungry fingers in this town!\n\nThe place is essentially a tourist-trap that seeks to reel in folks who are looking for a \""fun\"" looking italian warehouse (now...how would this be fun? Apparently it is to some.)\n\nDon't get me wrong...the food is not atrocious. But it certainly is sub-par. My chicken parm was quite un-tasty and seemed as if the spaghetti had come out of a can. The service was mediocre.\n\nKeep driving to Bloomfield!",1
2366,"We have been coming here since it opened, but will not go back after our three last visits. It has gone downhill badly. Three visits ago we were seated in the trolley and then completely ignored for 30 minutes. There was a waitress, but apparently she was new and only had the front half. I finally went out front and demanded the manager who finally assigned a waitress for us and comp'ed our meals. The lasagna was very disappointing with hard noodles and definitely not oven baked and barely warm.\nTwo visits ago to use the gift cards we intended to use on the previous visit, service was poor and food was fair.\nThe last visit last night was the third strike and SW is OUT! Very poor service and food. The drinks were all ice and refills were not timely. The server past our table many times, but she flew by each time like we were not there. The zucchini appetizer was good. We only got one loaf of bread which was barely done and came with almost no butter. No ranch dressing...really! This is the Strip District after all with many stores for crying out loud. The food was very poor. The spaghetti and meatballs had about a tablespoon of sauce. The fetticini alfredo was almost devoid of sauce, as well. My Wild Mushroom and Chicken was not warm but tasted okay. We will NOT be going back. Olive Garden and Bravos in the North Hills will be getting our business from now on.",1
2367,"Didn't think this was possible, but it's worse than Olive Garden...food was horrible and extremely overpriced, service was decidedly lacking....  Neat location with fun and interesting decor but I wouldn't eat there again.",1
2368,"Yes-the food is good and the portions are big.  Our waiter was very speedy and attentive.  That being said, I cannot ever go back to this place again because of the amount of bugs I saw in such a short period of time.  All gnats and thankfully nothing worse but who knows what's going on in the kitchen?  Not just a stray gnat or two but dozens just swarmed our table.  I killed one with my bare hand on the table and another one bit me and drew a (spec) of blood. Disgusting. A \""manager\"" (looked like a bus boy if you ask me but what do I know) did come to talk to us about it after my waiter noticed me covering my food with my napkin but it didn't accomplish much, no free meal or anything.  I noticed other people moving to other parts of the restaurant to avoid these bugs too.",1
2369,"If you are in the mood for Italian, give it a try. They have a dinner for two that includes all the favorites...sausage, meatballs, lasagna, chicken Parmesan, spaghetti, and cheese ravioli. The prices are right. This is a great family restaurant.  The kids are given a wooden nickle to turn in at the front desk for a candy stick, and  Wednesday nights they have a balloonist and magician.",4
2370,"Why anyone would willing go here to eat is beyond me.  I had read prior yelp reviews and I knew what I was getting myself into.  To make a long story short, I went here because I was with several other people that wanted to go here and I really had no choice.  Anyway, I ordered the wild mushroom pasta with chicken. The sauce was really disgusting. I found myself eating only the pieces of chicken breast.  I brought this meal home because my husband isn't as picky as I am, but he took two bites and got mad at me for not warning him how aweful this meal was.  I will not be eating with this group of people again if they choose to go here again.",2
2371,"There has to be better Italian food in Pittsburgh -- I don't know why anyone would come here.\n\nI had an overnight field trip with my students to Pittsburgh & the tour company took us here for a murder mystery dinner show.  They had us sectioned off which was great for privacy & also since the students were loud.\n\nTheir service is a hot mess!!!!  They only had 2 waiters serving our 50 person group & it was not organized at all.  Just getting our drinks out was confusing.  The waiters just came out with any drink & then asked -- anyone order this??  This is why my table sat drinkless, breadless, & saladless for the longest time.\n\nFor our dinner, we were given a salad, entree, & tiramisu.  The salad was definitely straight out of the bag & doused with some cheap dressing.  It didn't taste fresh at all.  There was a list of 8 or so entrees we could choose from.  They came out quite haphazardly.  I unfortunately ordered the fettuccine alfredo -- worst ever.  I could make better alfredo using the sauce from a supermarket jar.  I tried to douse it with pepper & cheese but alas it did nothing to help it.  Some of the others said the chicken parm was alright but some said theirs was undercooked.  The tiramisu also was gross.  It definitely was made & cut awhile ago & just kept cold in their fridge.\n\nThe redeeming parts of this dinner was the decor & old fashioned coin operated games AND the mystery show.  I've never been to one & was really excited.  They started after we ate our entrees & intermissioned during dessert.  The actors were super funny & interactive -- my students loved them which of course makes me happy.  Seriously though, their food is so bad.",1
2372,"We went here recently right before a 2-day, 150-mile bike ride to carbo-load. The food was okay - probably what we should have expected for the low prices - but the service was horrible. It was not busy, but we could not get our waitresses attention despite multiple attempts. We needed a refill and asked for one when she took our dinner order, and reminded her when our dinner arrived. We were finally able to flag her down 10 minutes later to remind her again. It also took about 20 minutes to get the check after we had FINISHED our entrees. I am sure that not all of the servers are that bad, but I'm not sure I will be back to find out.",2
2373,"I will always adore this place for some reason. It has a historical, old-time feel to it, complete with the retro decor and trolley car. The food is not the greatest Italian food I've ever had, but they always have deals and specials which makes it a great place for a family outing or lunch with friends. I mostly love the atmosphere of the place. I will admit, the service wasn't so great the last time I was there, but you get what you pay for. They have a parking lot in the back.",3
2374,"I walked in expecting a great experience. It has a great atmosphere. There was nothing wrong with our service, but the food was overpriced and pretty meh. I had the tiramisu which is one of my favorites to get and it was horrible. It tasted like it came out of a Walmart freezer on clearance. Won't be coming back anytime soon.",2
2375,"Decent, not great",3
2376,"Whatever happened to this place?  Seriously.  I remember when you couldn't even get in the door.  Now I walk in and feel like walking right back out.\n\nOverall, I've got no complaints about the food.  I think it's average and priced well.  The lasagna is top notch.  And having a private lot in the Strip District is nice.  I usually dine in but on my last two trips I was placing an order to go.  After the first time I should have learned my lesson and called ahead.  Never again.\n\nThe first time, I walked in and went to the bar area (as directed by the sign at the hostess station, not an actual person) to place my to go order.  But there was no one there.  It's funny, because waiters walk through the bar area and even use the bar to get drinks.  But it seems they don't like to actually wait on customers or even make eye contact.  After waiting way too long to even be acknowledged, my order was taken.  The waiter who ended up helping me, Andrae, apologized at least and was very nice.  I asked for two salads and he was happy to accomodate.  But then I waited again.  I'm not sure why my food took so long, but Andrae knew I had been waiting and threw in some extra bread.  Despite the wait, at least I felt like I Andrae took an interest in making sure I was taken care of and his apology was sincere.  \n\nSkip to the second time.  While I had bad memories of my last visit, I was hoping it was an isolated incident and gave Spaghetti Warehouse the benefit of the doubt.  Except....things were worst.  I start to wonder if there is ever an actual bartender.  But as I'm sitting at the bar, waiting once again for achknowledgement from an employee, there was not one but two managers conducting interviews in the bar area.  While this is happening, several waitresses come to the bar to get drinks.  Not one even looks in my direction, let alone ask if I need something.  I didn't want to be rude and interrupt the interviews being conducted, but after a good ten minutes of waiting, I went to the hostess stand at the entrance.  I waited a minute or two before one of the waitresses who previously ignored me came out.  I was a little salty with her, I'll admit.  I explained that I had been waiting at the bar as the sign says but no one was there to take my order.  She said she could take my order and again, I was directed to wait at the bar.  Back at the bar, their interviews over, I spoke up to one of the managers about how I had been ignored.  She apologized and said she thought someone had waited on me.  She then offered to take my order which I told her was unnecessary because I had placed it with a waitress at the hostess stand.  A few minutes later, the manager came up to tell me that she had deducted $10 from my bill and apologized again.  I wasn't expecting that, but at least it was an admission of their poor customer service.  However when I received my to-go bag, I only found one salad and one loaf of bread.\n\nI guess what I'm trying to say is....beware when placing to-go orders.  It's probably best to call ahead.  The service here is hit or miss on a daily basis, but definitely beyond a miss when trying to get food to go.",2
2377,"This was the first time my husband and I have been here. We went with my sister-in-law, her boyfriend, and his sister as it is a tradition to go around Christmas for the boyfriend's family. Well, we were not impressed at all. Even the bf wasn't happy this time. We didnt have the best waitress as she would run off too quickly.for us to say much and we thought forgot about us the drinks took so long. She finally showed and said she had dropped them and had to make them again. We ordered and the wait wasn't too terribly bad for the food being a Saturday night in Pittsburgh though it was after 7 when we arrived. I didn't care much for.the garlicky butter that came with the sourdough, but the bread was hot and fresh.\n\nA balloon artist came around and made a flamingo that had to be 4 feet tall for the bf's sister and a little penguin for the SIL. He later came back, unasked, and gave her a 2 ft penguin with a hockey stick and puck in its \""hands'. \n\nWe finally got our soup, which did take a while to come out. Three of.us had the wedding soup and none of us liked it. The SIL's bf said it didn't even taste like wedding soup, but like chicken soup with meatballs. Granted I've been a little stuffy lately, but the broth barely tasted like wedding soup broth to me either.\n\nI had the fettucine alfredo, which was ok. I ate more of it than I might have were I not eating for two right now.  I added pepper because it was rather plain...not even a garnish. My husband said his spaghetti and meatballs was just ok. The bf had ordered an Italian Margarita I believe it was called and drank the first one though it wasn't mixed right as you could taste the tequila and there was no salt. He even added sugar trying to improve it. The second he gave back and the waitress didn't even apologize or take it off the bill. She went into the kitchen and started complaining loudly and our table was near the kitchen. Then she shows up with the check and we had to wait for her to come back to split it 3 ways since there was 2 couples and one other at the table. The bad drink was still there and my SIL was thoroughly pissed by then and went to talk to the manager and told him about overhearing her and all he did was take the one drink off. I noticed while reading our check that the entrees were correct, but that she had us as having a salad and minestrone when we both had wedding soup. I didn't say anything since the price was the same.\n\nThe balloons artist was great, but we won't be going back just to see him.",1
2378,"This place is dead, but they just don't know it yet.  \n\nArrived on a rainy Wednesday around 7PM.  20 minute wait for a table, so I guess they are doing well, right?  We should have known better when we sat in the bar area to wait (me, my spouse, and my eight-year-old son) after the rather apathetic front-desk person took our name.  A couple tables taken, but no sign of staff in the bar.  Every table was dirty, covered with plates, glasses, and the remains of others.  We took one that had just a couple of glasses and an impressive amount of Parmesan cheese scattered about.  Took 10 minutes for any sign of a bartender, who promptly spent five minutes getting caught up on drink orders before wandering over.  No smile, no welcome, just \""what do you want, and are you waiting for a table\"".  And certainly no \""let me clean this table for you\"".  We had a beer and a wine and a root beer for the little one.  The pinot grigio was vile, but, hey, thanks for charging us for the more expensive version: lord knows how disgusting the cheaper version would have been.   Finally, after 20 minutes we were seated.  Not a table in the bar area had been cleaned in that period.\n\nAnd the restaurant is empty!  Maybe 20% full!  They made us wait simply because they can't staff correctly.  Acres of empty tables.  So we sit, look at the menu, check out the surrounding (few) tables and made the only good decision we made this night:  we left and found another place in the area.  A place that actually worked to seat us and made us feel welcome.\n\nThe most amazing thing:  between the greeter, the bartender, and the seater, there was not a single smile.  Not a single sign that they actually are happy that we chose their establishment.  And not a sign that that they gave a damn whether we ever wanted to come back.  No wonder it is 80% empty but still makes people wait.\n\nThe other reviews compare this to Olive Garden and the like.  As my review makes clear, I can't compare the food.  And I am certainly not a fan of the Olive Garden.  But the few times I have gone into one, I was made to feel welcome.  Certainly not here.  \n\nThe place is living off memories:  I don't think it is creating any new (positive) ones.",1
2379,"I liked the food here. We got the $25 deal. Salad was good but a little dressing heavy, stuffed mushroom appetizer was simple but very good and the 15 layer lasagne was very rich and hearty. The hostess was a ditz. He seated a couple before us that we arrived before and then seated us at a table that was inconvenient with a post, cutting off part of our party. We asked to move and she just moved the table. The kicker was the place was empty!",4
2380,"I went to the Spaghetti Warehouse on a Sunday afternoon.   It was for a late lunch (about 2:00 p.m. when we arrived).  We were greeted by the hostess who took us to our table (which was in the trolley car).  It's a visually interesting place to dine.  However, our chairs were rickety and appeared ready to collapse. \n\nThe restaurant was mostly empty (which was not a surprise as we got there after the prime lunch hour but before dinner).  And yet although there wasn't a lot of other customers there all vying for the attention of the servers, it took an unusually long time for our waitress to arrive at our table.  (A pattern which continued throughout the duration of our stay).   \n\nOn the back of the menu, there is a section for lunch entrees.  I ordered the \""Amazing 15 Layer Lasagne\"".   The three other people in my party all ordered the spaghetti with meatballs.   The food was...okay.  Nothing to write home about.  I've been eating Italian food for almost five decades.  And this is average - at best.  I'd say on par or slightly below Olive Garden.  It wasn't the worst food, but certainly not the best.  And again, I cannot overemphasize how below par the service was.   \n\nBut the thing which really upset me was when we got our check.  They charged us dinner prices for each of our meals.   Again, there is ONE menu, and the pack of the menu has the lunch section.  It reads (until 3:00 p.m.).   What I failed to see (because it's in fine print) is the part where they only offer lunch prices Monday through Friday.   Really?  REALLY?   Are you kidding me?   That's B.S., no matter how you view it.  At no time did either the hostess or the waitress bother to explain to us up front that the lunch pricing wasn't in effect.   \n\nI HATE being ripped off.  And any restaurant which does that kind of crap is RIPPING PEOPLE OFF.   So congratulations, Spaghetti Warehouse.  You got the better of me.  And I will never, ever go there again.",1
2381,"You can't screw up pasta--it would be very hard.  Only Buca di Beppo has managed to do that, and they did it by drowning the pasta in salt and charging through the nose for it.\n\nThe food here is pretty darn good.  I love the bread they bring to your table and the atmosphere is very fun.\n\nMy problem is that the past four times I've been here, the service was awful.  Tonight our waiter brought our bread and salads before our drinks and this was only a huge problem bc I was dying of thirst.  \n\nOur waiter (Vincent) had 3 tables.  It was like he was trained not to bring our table anything unless hte other two tables needed something.  He would disappear for 20 minutes at a time (I'm not kidding).  I gave him my drink order and then he asked for our dinner order.  He came out with entrees for the one table, salads for the other, and bread for our table.  Why would you not just get our drinks?  You can come back to the table multiple times!!!\n\nThis has happened the past four times I dined here, and I'm just over the awful service.  Too bad I won't be back, bc I wanted to love this restaurant.\n\nGood food, AWFUL service.  2 stars bc I love carbs so damn much.",2
2382,"I wanted to like it here... in fact, I have in the past. We used to come here for college events and schedule ahead of time for a large group - then again, this was always on weeknights... when they were slow... thank goodness. I always loved the food here (then again, these dishes aren't anything scientific - they are basic - comfort food), and I thought the gigantic restaurant could handle large groups well... until I brought 10 people here for a birthday dinner on a Saturday. \n\nFirst of all, we had reservations but still stood awkwardly in the waiting area for a while to be seated. Not terrible. Then we were seated - the server was flustered and irritated before we had a chance to speak. Long story short, we waited 1.5 hours for our food (pasta... yes - the stuff you make at home for an entire family in 10 minutes), the waitress spent all her time coming to her table bashing the kitchen staff to us (not exactly professional), and the manager was no where to be seen. C'mon, manager! It's your job to sail this ship - get it together. From my line of vision, I could see about 7 servers running around like chickens with their heads cut off doing nothing but throwing the kitchen staff under the bus. Dear manager: if you have this many employees standing around doing nothing but complaining, put a few of them to work in the kitchen. \n\nThe place is cute and I really want to like it again, but I probably won't return until the management learns how to... manage. True, this isn't Capital Grill, nor was I expecting 5-star service. In all honesty, I'm from the middle-of-nowhere Ohio. I didn't even know what fine dining was until college. It's just that I've had better service at Arby's on a Friday at 12 noon when they have a line 20 people deep and cars wrapped around the building 3 times in the drive-thru. \n\nSaving grace: the sangria was good... thankfully, because that's the only thing we consumed for 90 minutes while waiting on our luke-warm dinners to arrive.",1
2383,"Arrived at 7:15 on a Saturday night, there was a 20 minute wait although although empty tables were visible.  Got seated at 7:30, put order in shortly thereafter.  We got bread and our soups fairly quickly then sat for an hour without any signs of food.  We looked around the restraint and it was obvious other tables had been waiting and we're getting frustrated.  The waitress apologized the kitchen was slow, so we gave it another 15 minutes before we finally walked out at 9:15 still hungry.  The food I saw looked good, but I would never recommend this place.  It doesn't take over an hour and a half to make a friggin salad and pasta.",1
2384,"It's probably been about 7 years since I actually ate in the Spaghetti Warehouse. I remembered the experience being pretty underwhelming, so I didn't have high expectations, but we had ordered food for delivery last winter (no, they don't deliver, but one of the online delivery services had them listed), and the food was good enough that we figured it would be a decent meal...and it didn't disappoint on a food level!\n\nNow, I'll never claim that Spaghetti Warehouse is the best Italian food spot in the city, but the prices were very reasonable for the portions you get, and the food is actually pretty good. We tried the classic bruschetta as an app. It was really good, and while you \""only\"" get four small pieces, it was a perfect amount for the two of us. The endless salad and bread is a great touch for those who are fans of the Spaghetti Warehouse's counterpart, The Olive Garden. \n\nMaybe it was the plaque for the 8,800 lb. World Largest Lasagna on the outside of the restaurant, or the photos in the menu, but I couldn't resist trying the 15-layer lasagna. I actually got the lasagna & chicken park combo, which was probably enough to feed two, despite my gluttonous ability to eat it all myself. The lasagna was good, with a very sausage-dominant flavor, which pleased me. I think my only complaint would've been the lack of sauce. There was barely enough. Same complaint goes for the chicken parm that was on the plate. It was good, but definitely could've used a little more sauce. I'd likely request extra next time to be safe. The bread is awesome, but disappears too quickly! Overall, there really wasn't anything to complain about regarding the meal itself. We went in with chain restaurant expectations and weren't disappointed. When we had ordered food for delivery, I tried the eggplant parm, which was really good. My wife said the wedding soup was also awesome. I'd say two positive food experiences out of two is a good trend!\n\nThe biggest issue that I have with Spaghetti Warehouse - and the reason I can't give it more than 3 stars - is this: while the expectations/food quality are in line with what you'd expect from an Olive Garden and the vibe is what you'd expect from an old school TGI Friday's, the reality is that the restaurant itself in in shambles when you compare it to those two (or any other chain, small or large, in the same category). For a restaurant that seems to always be packed, you'd think there would be money to maintain the inside of the restaurant a little. We sat in the bar, and the fans above the bar were in various levels of disrepair. The TV's at the bar were all so old that you'd never choose Spaghetti Warehouse for a place to grab a meal if you were hoping to also catch the game. A small tube TV/VCR combo? Even the dive bars that we hangout in are more up-to-date! The cleanliness left a lot to be desired, as well. In a dive bar, diner, or truck stop, I'd be okay with the griminess, but in a large restaurant? No thanks. I'm not saying it'll keep me away, and it clearly doesn't bother the masses that keep the lines flowing out the door, but it really needs to improve to make Spaghetti Warehouse a destination that I'd be quick to recommend.",3
2385,"This is a one time visit. The worst service ever. It was almost empty and twice we had to have someone find our waitress. The food was mediocre at best. The bruschetta appetizer for 4.99 had 4 tiny pieces of bread with some tomatoes on top. Not even shaved cheese, nothing. Total waste of money. The lasagna that they claim is so great in my opinion was diner quality, and that might insult some great diners.",1
2386,"It has been years sense we visited the spaghetti warehouse, my husband and I couldn't remember why we haven't been back. We had purchased a groupon for this place and decided to try it for an early dinner... Our first step in the restaurant and then it hit us on why we haven't returned.. The odd smell hits you at first step in the restaurant , you look around in the foyer and you see weird and dilapidated pictures, a candy stand that probably hasn't been used in years.. We get seated in a booth with one side ripped and the other side stained, our waitress was nice but that is far as she went. The food is mediocre at best, the bread and the endless salad was the saving grace of dinner... We wanted to enjoy this place and tried to have a good time, we would not recommend this place to anyone... There are plenty of other good restaurants in the strip and in lawrenceville..",2
2387,"Came here a year or so ago to meet some friends... overall not a good experience.  There were 4 of us and I don't think one plate was cleared or drinks refilled, it was a slow weeknight as well.  So yes that could have just been bad luck with the waitress, but food is sub-par and atmosphere is well.\nI suppose this is a good dining option in some situations, but there are so many other places in the area, and I guess this was just nothing to write home about for me.",2
2388,The atmosphere was pretty cool. It really is warehouse like. Could have been better with a bigger crowd. But the food was pretty bland.,3
2389,"Went here on a date, and unfortunately I felt like I walked into a suburban chain restaurant like Applebee's or Ruby Tuesday. The wait staff, however, were all very nice and quick with everything. The food portions were large, and getting the soup and appetizer with the meal almost made my stomach burst. The veggie lasagna was average, the minestrone soup could have been out of the can, but the highlight for me was the baked ravioli appetizer. It was unique and tasty. I had an overall pretty good experience, but I probably won't come back here.",3
2390,"DO NOT GO HERE! They are understaffed, incompetent,  and slow. It was like getting waited on by 1st job people. The place smells like bleach. It's tacky too hot. They play pop music and it's supposed to be an Italian place. Not one person there ever smiled and I was treated like a body in a chair not a person wanting to enjoy a meal. Very very slow service and no authenticity in the meals. I suggest eating out of a seafood dumpster if you plan on going here.",1
2391,"Im soo surprised with the food that we ate. Im from California and was excited to experience this restaurant. Especially, since it is a local fav. I ordered the house made spaghetti expecting a fresh tomato base sauce. Unfortunately what I got tasted like a canned sauce with minced onions. It had no...flavor!  Now maybe I ruined the meal by ordering gluten free noodles....but I didnt think that would make it this bad. Im soo sorry because our server was awesome and they even accommodated our big party. On a good note, the bread was delicious.\nAs much as I hate Olive Garden...I would preferred that.",2
2392,Took two and a half hours to get our food. All our food was the thrown together in the same pan. Not worth the $55.,1
2393,"Ordered delivery. The food showed up 2.5 hours later-which is acceptable, as it's (just) within the delivery window specified. However, the food had apparently been prepared within 15 minutes of receiving our order, because it was cold by the time we got it. I didn't listen to the other reviews and paid the price (literally)... if someone else is saved a crappy SW dinner by this review, my meal (or lack thereof) will not have been in vain.",1
2394,"I just can't help but love Spaghetti Warehouse! So many memories at this restaurant, not to mention the vintage decor is so nostalgic! There is a train (complete with vintage ads and posters!) in the left portion of the restaurant that patrons can have dinner in, which is an absolutely amazing experience! The food is always pretty good and there are deals for certain days of the week that your wallet will thank you for. And let's not forgot to mention the mouth watering sourdough bread and garlic butter! It is so amazing and addictive! The wedding soup is phenomenal! Though, I most recently ordered steak and vegetables, and the presentation was thrown together and unappetizing. There were two small pieces of random steak on my plate, as though they were leftovers. The waiter was odd and rude. He asked if the birthday dessert was on my boyfriend's dad in front of the whole dinner party. Usually, most restaurants will give you a little something for your birthday, or at least be a little less blunt about the cost of the dessert. I wouldn't recommend sitting by the door that the staff comes out of either. It's really loud and they will have full conversations right by your table. Other than those two experiences, I've had a great overall experience at Spaghetti Warehouse and would recommend it to others!",4
2395,Worst place ever.  I took my friend there for the first time and my son.  We waited a hour for food.  The waiter got us out water not our sangria  30 min later out salads and after  another 40 min of my kid begging for his pizza we decided to go.  The reason they messed up the order.  We talked to the manager I'm assuming which didn't really care.  Said hopefully we come back because service isn't usually this bad. Never again. Unprofessional and rude,1
2396,"Our terrible experience began with a 45 minute wait only to find half the tables empty and the table behind us being consoled by the manager after their own bad experience. We hopped this was a one off and not typical. Our waiter was prompt but very aloof, but we all have off days. The food was mostly bland and flavorless to the point we could not finish it.  This is where things took a turn for the worse, as our order was being boxed up it fell on the floor. Despite our insistence we did not want another the overcompensating manager brought it anyway. We passed it on to the party behind us, maybe they took it home and added some seasoning, it needs it. Avoid this place at all costs!",2
2397,We went on a Saturday night. We were told it would be a 30 minute wait...but it was likely closer to 45-50 minutes. \n\nThe food is just average. Nothing special. Didn't seem handmade or anything like that. I thought they were known for their lasagna...so I got that. Blah...average.\n\nService was incredibly slow. I don't think the waiter checked on us once.\n\nI probably wouldn't go back.\n\nVisited October 2014,2
2398,"We went here with sixteen people. The only good thing about our visit was having dinner with a bunch of our friends. The service was pretty good to considering the large party. My wife and I got the Sicilian Sampler Appetizer and The Ultimate Feast for two, as our dinner entree. The Calamari was uneatable and the Ravioli was just down right nasty. The wedding soup was the worst I have ever had. The meat balls had absolute no taste, kind of like cardboard. The Pork Sausage tasted burnt. The Spaghetti tasted no different than Boxed pasta. The Lasagna might have had 15 layers but 12 of them were noodles and sauce, you had to search for any meat or cheese. Our garlic bread came out literally black. I can't even believe somebody would serve that. We will not be back.",1
2399,"Wednesday night is their special night.. Unlimited soup or salad, bread and a plate of spaghetti (or other limited options) for $4.99.\n\nCheaper than a value meal at your favorite fast food joint and friendlier service.\n\nThey were busy tonight, but got served in a reasonable amount of time and he was friendly.\n\nThey aren't going to win any Italian food awards. But for the price it can't be beat.\n\nWith that said, no way I would pay \""normal\"" pricing here.",3
2400,"I stopped in here with my family the day before Thanksgiving. My sister, niece, and parents were at the Children's Museum and were struck by a fit of nostalgia--my mom used to take us here when we were kids. Either the whole operation has gone severely downhill, or I was too young to notice how bad it all is.\n\nBetween all of us, we ordered chicken Alfredo, lasagna, and cheese ravioli. Every dish had several things wrong with it. The chicken was likely cooked the week before in a dirty cafeteria then shipped to the Strip District. It was dry and looked reconstituted. The ravioli were lukewarm at best, and my sister said the lasagna tasted microwaved. Even the bread was stale.\n\nOur waitress was also forgetful and a bit cold. I didn't get a salad I ordered, dishes stayed on the table fifteen or twenty minutes after being empty, and water refills were inconsistent. As a former server myself, I'd like to think I know what is in one's control and what is out of one's control. This woman was simply not up to snuff.\n\nWith Lidia's right down Smallman Street, I have no idea how the Warehouse is staying in business. Spend a few extra dollars and go there. It'll be worth it.",1
2401,"The rates here are perfectly reasonable. I have no idea if it costs women more, but it costs me less than $20 for my haircut. I do see an equal number of males and females in this place. Katie, specifically, is fantastic. She is very smooth and efficient, but double checks to make sure everything is right before sending me on my way. Couldn't recommend this place more.",5
2402,"While not necessarily an art destination, this small gallery is a worthwhile diversion in the Strip District.  The small space features one or two distinct installations, and in addition to the exhibitions, the adjacent store stocks a variety of handmade crafts.  Worth checking out if you're in the area, not least because the admission's free.",3
2403,"Really marvelous art presented in a beautiful setting.  The gift shop is one of the best in the city.  They feature crafts from artists around the world and local.  Shows are well lit and well presented.  Downstairs are studios where they teach classes on metals, wood, fiber, mixed media and book/paper arts (beginning to advanced). They do a great job of hosting outside events and fundraisers.",5
2404,"There is nothing really to complain about here.  This Mortons is like most in other cities.  It's definitely for the expense account crowd.  It's fun to go to a place and to know exactly what you are in for.  I've been to Mortons all over the country and this one stacks up pretty well.  It's like most other high end chain steakhouses (Palm, Ruth's, Capital Grille, etc.).  The bar is pretty lame, but I'm guessing most go here for a sit down dinner.  Capital Grille or Hyde Park bar is much better for bar scene.  But, one thing I definitely appreciate about the bar is  the bar menu.  If you've never been to Mortons and you are watching your budget go to the bar have a cold beer and order the PRIME cheeseburger trio or the Filet sandwiches for only 6 DOLLARS.  Plus, the fries are awesome.  The dining room is really nice with dark wood and lots of leather.  The service is awesome because I'm guessing you have to be pretty good to land a server position that might end up paying you 6 figures.  The food is great.  However, my opinion is that most true high end steakhouses all have similiar quality steak.  I eat here a few times a year and my favorite first courses are the lobster bisque (Very good, but not as good as capital grille) and the tuna tartare.  Stay away from the filet.  I mean it's tender and delicious, but try a steak with a little flavor.  I'm guessing if you're like me you don't go to Mortons often, so try something that  is hard to get elsewhere.  Get the Cajun ribeye.  I can't remember if Pittsburgh location does a bone in ribeye, but if they do I would say a cajun bone in ribeye will be one of the best if not the best steaks you ever try.  I also suggest getting the \""lazy\"" lobster.  There are few things in life more indulgent or enjoyable than having a two pound lobster cooked perfectly already cracked for you.  It's pure indulgence.  The asparagus is great and as big as a baseball bat.  The spinach is great and the hash browns are a must have.  You should definitely save room for desert and there is no better desert here than the chocolate souffle'.  Remember to tell them that is what you want for desert when you order your entrees.  I wish the bar was better, because if it was I'd go here more often.  This place is exactly what you would expect.  And, that's a good thing.",4
2405,"We ate here on a Sunday night and it was surprisingly slow. The wait staff was okay, not the best I have had at a Morton's and the same goes for the food. Don't get me wrong, everything was good just not as good as say the Morton's in Portland.",3
